Consulta|dia_semana|semana_del_mes|mes|cuatrimestre|anio|hora_discretizada|dni_discretizado|legajo_discretizado|posee_legajo|posee_telefono|carrera_valor|proveedor_correo|Clase|cantidad_caracteres|proporcion_mayusculas|proporcion_letras|cantidad_tildes|cantidad_palabras|cantidad_palabras_cortas|proporcion_palabras_distintas|frecuencia_signos_puntuacion|cantidad_oraciones|utiliza_codigo_asignatura
no puedo reseterar mi clave de acceso al sistema web ya que ayer me dieron una clave nueva para poder hacerlo, pero no puedo hacerlo ya que me pide primero la clave actual el cual no me lo acuerdo asi que es imposible lograrlo como puedo entonces acceder de otra manera sin que me pida la clave actual? por favor espero me respondan a la brevedad ya que necesito inscribirme para los finales de diciembre. atte liliana |4|2|12|2|2015|0|2|1|1|1|5|hotmail|Problemas con la Clave|419|0.0|0.8090692124105012|0|78|45|0.717948717948718|0.007159904534606206|1|0
buenas tardes. no puedo acceder a la plataforma con mi legajo y contraseña. también intente reestablecer contraseña y no es posible |4|4|4|1|2018|2|1|1|1|1|4|hotmail|Problemas con la Clave|132|0.0|0.8257575757575758|1|22|10|0.9090909090909091|0.015151515151515152|2|0
hola buenos días, me olvide mi clave de ingreso para inscribirme. como hago para recuperarlo ?   |0|4|2|1|2019|0|5|2|1|1|52|gmail|Problemas con la Clave|97|0.0|0.7835051546391752|1|19|12|0.8421052631578947|0.030927835051546393|1|0
buenas tardes      necesitaria obtener una nueva clave para poder ingresar a la pagina de la universidad.                             gracias.  |0|1|7|1|2016|2|5|2|1|1|54|gmail|Problemas con la Clave|144|0.0|0.6319444444444444|0|52|41|0.3269230769230769|0.013888888888888888|2|0
hola, me olvide el numero de contraseña de mi cuenta. quisiera una nueva contraseña |4|1|8|2|2017|1|3|1|1|1|3|gmail|Problemas con la Clave|84|0.0|0.8095238095238095|0|15|7|0.8666666666666667|0.023809523809523808|1|0
no recuerdo mi contraseña |2|3|2|1|2017|1|4|2|1|1|3|outlook|Problemas con la Clave|26|0.0|0.8461538461538461|0|5|3|1.0|0.0|1|0
hola, necesitaría que me envíen mi contraseña para ingresar para inscripciones, etc.  que la olvidé al correo eléctronico que escribí arriba, porque creo que me la enviaron a otro correo eléctronico que ya no tengo. disculpas por la molestia, gracias |3|1|10|2|2015|2|1|1|1|1|8|yahoo|Problemas con la Clave|251|0.0|0.8127490039840638|6|42|23|0.7380952380952381|0.02390438247011952|2|0
renovar contraseña |1|4|11|2|2017|0|1|2|1|1|54|yahoo|Problemas con la Clave|19|0.0|0.8947368421052632|0|3|1|1.0|0.0|1|0
olvide mi clave |2|3|5|1|2017|2|2|3|1|1|7|yahoo|Problemas con la Clave|16|0.0|0.8125|0|4|2|1.0|0.0|1|0
clave |1|2|7|1|2016|0|2|1|1|1|2|hotmail|Problemas con la Clave|6|0.0|0.8333333333333334|0|2|1|1.0|0.0|1|0
hola, estoy necesitando ayuda para poder ingresar a mi cuenta de acceso para estudiantes. olvide la clave y ya no poseo acceso a mi email de confirmación inicial. les solicito si pueden darme alguna instrucción para poder restablecer mi contraseña. mi nuevo email es joaco.etchanique@gmail.com , soy alumno activo y necesito acceder a mi cuenta para poder inscribirme a materias. gracias. |1|4|2|1|2016|3|3|2|1|1|54|gmail|Problemas con la Clave|389|0.0|0.8174807197943444|2|62|26|0.7258064516129032|0.02313624678663239|7|0
buenas noches, tengo problemas al iniciar sesión no recuerdo la contraseña y ademas me pide restablecer una nueva. |2|1|3|1|2018|3|4|2|1|0|3|outlook|Problemas con la Clave|115|0.0|0.8260869565217391|1|19|8|1.0|0.017391304347826087|1|0
hola, necesito mi clave, no puedo ingresar porque no me la acuerdo. gracias.  |1|1|8|2|2017|2|1|1|1|1|8|hotmail|Problemas con la Clave|78|0.0|0.7692307692307693|0|15|7|0.8666666666666667|0.05128205128205128|2|0
no puedo entrar a mi perfil,podrian solucionarlo.  |6|2|5|1|2019|1|8|4|1|1|27|gmail|Problemas con la Clave|51|0.0|0.803921568627451|0|9|5|0.8888888888888888|0.0392156862745098|1|0
como hago para poner una nueva clave ? tengo bloqueada la anterior . gracias !!! |6|2|2|1|2018|3|1|2|1|1|5|outlook|Problemas con la Clave|81|0.0|0.7530864197530864|0|16|9|1.0|0.06172839506172839|1|0
necesito mi vlave |0|5|7|1|2017|2|3|3|1|1|3|hotmail|Problemas con la Clave|18|0.0|0.8333333333333334|0|4|2|1.0|0.0|1|0
el sistema me pidio que cambiara el password, lo hice pero me tiro error, y ahora no me acepta el password anterior para ingresar uno nuevo. |2|1|8|2|2019|2|2|1|1|0|17|yahoo|Problemas con la Clave|141|0.0|0.7943262411347518|0|27|16|0.8518518518518519|0.02127659574468085|1|0
buenos dias, reestablezco la clave para inscribirme en las materias y me notifica que ya fue enviada al mail, pero en el mail nuevo no tengo la clave. muchas gracias |3|2|8|2|2019|0|3|1|1|1|3|icloud|Problemas con la Clave|166|0.0|0.8012048192771084|0|31|17|0.9354838709677419|0.018072289156626505|1|0
no puedo ingresar como usuario alumno. creo que es por problemas con la clave que debo modificar. gracias! |2|4|3|1|2016|0|1|1|1|1|29|hotmail|Problemas con la Clave|107|0.0|0.8037383177570093|0|19|11|0.9473684210526315|0.028037383177570093|2|0
clave de acceso |2|3|7|1|2017|1|2|1|1|1|19|hotmail|Problemas con la Clave|16|0.0|0.8125|0|4|2|1.0|0.0|1|0
intento renovar mi contraseña porque caduco. y me dice la clave ingresada no coincide con la actual... hace tiempo la tuve que renovar dos veces... de esas veces no recuerdo al final con cual me quede. que puedo hacer? como puedo recuperar? |3|2|8|2|2019|1|4|2|1|1|5|hotmail|Problemas con la Clave|241|0.0|0.7842323651452282|0|43|23|0.813953488372093|0.04149377593360996|8|0
no recuerdo mi clave actual y el sistema me dice que caduco y debo reestablecerla pero para hacerlo necesito recordarla. el problema es que no puedo. y no me pude anotar a las materias del segundo cuatrimestre 2019 |3|2|8|2|2019|1|2|4|1|1|4|gmail|Problemas con la Clave|215|0.0|0.7953488372093023|0|39|24|0.8205128205128205|0.009302325581395349|2|0
no recuerdo la clave, para anotarme en las cursadas del año 2017. |4|4|11|2|2016|1|1|3|1|1|5|gmail|Problemas con la Clave|66|0.0|0.7272727272727273|0|13|8|1.0|0.030303030303030304|1|0
necesito que por favor me blanqueen la clave, porque la he olvidado.  gracias  |2|4|7|1|2019|0|1|1|1|1|29|hotmail|Problemas con la Clave|79|0.0|0.7848101265822784|0|16|9|0.8125|0.02531645569620253|1|0
hola .. necesito ayuda olvide la clave de mi usuario  y ahora no puedo entrar a mi perfil ..  podrian mandarme la clave. por favor .   desde ya muchas gracias.. !! |0|2|2|1|2017|3|3|1|1|1|43|hotmail|Problemas con la Clave|164|0.0|0.725609756097561|0|36|20|0.8055555555555556|0.06097560975609756|8|0
quisiera solicitar la contraseña de mi perfil ya que no me deja acceder. gracias |0|3|11|2|2016|3|4|2|1|1|5|gmail|Problemas con la Clave|81|0.0|0.8148148148148148|0|15|9|1.0|0.012345679012345678|1|0
necesito una nuevaaa clave urgente gracias... por problemas de salud no puedo acercarme... a la unlu...  ojala me solucionen el problema |3|4|4|1|2018|1|6|1|1|1|5|gmail|Problemas con la Clave|137|0.0|0.7737226277372263|0|23|10|0.9565217391304348|0.06569343065693431|9|0
hola quería solicitar una clave nueva y no puedo hacerlo!! gracias esperó respuestas!!  |3|1|4|1|2016|1|4|1|1|1|43|gmail|Problemas con la Clave|88|0.0|0.7954545454545454|2|15|6|0.9333333333333333|0.045454545454545456|1|0
no puedo acceder a la informacion academica. no puedo ingresar mi clave ( erronea ) . como puedo hacerlo???? gracias |4|4|6|1|2016|2|1|1|1|1|3|hotmail|Problemas con la Clave|117|0.0|0.7606837606837606|0|21|10|0.8571428571428571|0.05128205128205128|2|0
deseo restablecer mi clave |3|5|8|2|2017|1|1|1|1|1|29|hotmail|Problemas con la Clave|27|0.0|0.8518518518518519|0|5|2|1.0|0.0|1|0
como solicito listado de materias con promedio para consejo escolar de mi distrito? gracias |4|1|9|2|2016|1|1|1|1|1|8|yahoo|Pedido de Certificados|92|0.0|0.8369565217391305|0|15|7|0.9333333333333333|0.010869565217391304|1|0
buenos dias;por favor necesito saber si es factible me envien via mail certificado de materias aprobadas sin notas es para presentar en mi trabajo.soy de moreno. la empresa es sintaryc saic  aguardo rta. saludos cordiales |2|5|8|2|2018|0|1|1|1|1|3|gmail|Pedido de Certificados|222|0.0|0.8198198198198198|0|37|18|0.8918918918918919|0.018018018018018018|3|0
estimada gente de unlu , necesitaba obtener de manera actualizada. , las materias aprobadas de la tecnicatura en trabajo social y de la licenciatura , muchas gracias. raquel cornago |4|2|3|1|2018|3|1|0|0|1|5|yahoo|Pedido de Certificados|182|0.0|0.8131868131868132|0|30|14|0.8|0.027472527472527472|2|0
buenas tardes, mi consulta es porque quiero solicitar mi baja a la carrera ya que no voy a seguir concurriendo parea que med en de baja de todo. hay algún paso a proceder? espeeo respuestas gracias  |3|3|3|1|2019|2|5|3|1|1|27|hotmail|Pedido de Certificados|199|0.0|0.7989949748743719|1|38|22|0.8157894736842105|0.01507537688442211|1|0
solicito certificado de materias aprobadas |0|1|3|1|2019|2|2|1|1|1|5|hotmail|Pedido de Certificados|43|0.0|0.8837209302325582|0|6|2|1.0|0.0|1|0
buenas noches! quiero acceder al porcentaje de materias aprobadas, como hago?  gracias |0|4|3|1|2017|3|4|2|1|1|43|live|Pedido de Certificados|87|0.0|0.8160919540229885|0|14|5|0.9285714285714286|0.034482758620689655|1|0
necesito obtener el certificado de materias aprobadas. tambien conocer como es el tramite para la re inscripcion (si es posible) |1|2|5|1|2019|1|2|1|1|1|54|gmail|Pedido de Certificados|129|0.0|0.8217054263565892|0|21|11|0.9047619047619048|0.007751937984496124|1|0
hola buenas tardes !! necesitaría el porcentaje de materias. se puede tramitar vía on line? |2|4|9|2|2017|1|3|1|1|0|43|gmail|Pedido de Certificados|92|0.0|0.7934782608695652|2|16|8|1.0|0.043478260869565216|1|0
hola. queria saber si puedo pedir online o si tengo que ir a la oficina de alumnos a pedir los programas firmados de las materias que tengo aprobadas. |5|2|10|2|2019|3|3|2|1|1|54|outlook|Pedido de Certificados|151|0.0|0.8013245033112583|0|29|14|0.7931034482758621|0.013245033112582781|2|0
buen día.me dirijo a ustedes porque necesito que me den el porcentaje que tengo de materias.tanto ami como a un compañero. nos dice 56 porciento y tenemos 56.el pedido es porque lo necesitamos para trabajar .nos lo piden. mi compañero es hernán bartolone .legajo:125325 y yo soy liliana neu .legajo:125324. saludos atentamente liliana neu |4|2|8|2|2017|0|2|2|1|1|58|hotmail|Pedido de Certificados|339|0.0|0.7610619469026548|2|55|29|0.8545454545454545|0.032448377581120944|9|0
estimados, para poder gestionar el certificado de materias rendidas por porcentaje, hay alguna posibilidad que se gestione via web como el de alumno regular? muchas gracias!  patricia  |4|3|11|2|2016|1|1|1|1|1|4|gmail|Pedido de Certificados|185|0.0|0.8216216216216217|0|30|15|0.8666666666666667|0.021621621621621623|1|0
hola.. intente ingresar a mi situación académica y no pude. dice que ya no tengo acceso al sistema.. yo ya me recibi.. pero quiero un certicado de título en trámite.. y saber cuándo me van a dar el título.. me dijeron que era en junio.. me podrían decir cuando puedo tener esos certificados y cuando me dan el título.. y como hago para ingresar a mi situación académica.. gracias. |1|2|6|1|2016|1|4|2|1|1|43|live|Pedido de Certificados|381|0.0|0.7716535433070866|10|70|39|0.7285714285714285|0.047244094488188976|18|0
solicito un certificado de materias aprobadas con porcentaje de la especialización de ciencias sociales con mención en historia social. para retirar en la sede de san miguel |2|3|4|1|2016|1|1|2|1|1|0|yahoo|Pedido de Certificados|174|0.0|0.8390804597701149|2|28|15|0.7857142857142857|0.005747126436781609|1|0
solicito certificado de porcentaje de materias aprobadas. |3|3|2|1|2016|3|3|1|1|1|2|hotmail|Pedido de Certificados|58|0.0|0.8620689655172413|0|8|3|0.875|0.017241379310344827|1|0
necesito una copia del analitico legalizado . |3|4|9|2|2018|2|1|1|1|1|52|live|Pedido de Certificados|46|0.0|0.8260869565217391|0|8|4|1.0|0.021739130434782608|1|0
buenos días. necesitaría mi analítico con el porcentaje de materias, ya que quisiera inscribirme en un listado en educación y eso es lo que me piden. muchas gracias |1|4|2|1|2019|0|1|2|1|1|4|live|Pedido de Certificados|165|0.0|0.8121212121212121|4|29|16|0.9310344827586207|0.01818181818181818|2|0
necesito solicitar analítico parcial y solicitud de materias aprobadas |2|3|3|1|2019|0|1|1|1|1|54|gmail|Pedido de Certificados|71|0.0|0.8732394366197183|1|10|3|1.0|0.0|1|0
hola me podrian enviar el certificado de materias aprobadas con el porcentaje de materias aprobadas. gracias |0|4|9|2|2015|2|8|1|1|1|3|yahoo|Pedido de Certificados|109|0.0|0.8440366972477065|0|17|8|0.8235294117647058|0.009174311926605505|1|0
necesito la certificación del programa análisis organizacional de la lic. en adm.,( 20262), para completar el pedido de equivalencias  en la univ. de gral. sarmiento, retiré el de contador, pero me falta este, quisiera saber si es factible retirarlo en san miguel, sin tener que ir a lujan, muchas gracias. |1|2|9|2|2015|2|1|1|1|1|3|hotmail|Pedido de Certificados|307|0.0|0.7719869706840391|3|52|26|0.8269230769230769|0.03908794788273615|5|0
 queria solicitar el porcentaje de materias aprobadas para ingreso a la docencia |2|3|2|1|2016|3|2|1|1|1|5|yahoo|Pedido de Certificados|81|0.0|0.8395061728395061|0|14|7|0.9285714285714286|0.0|1|0
hola buenas tardes! quisiera solicitar el analítico de la carrera lic en trabajo social. como lo solicito? |4|3|8|2|2016|2|3|1|1|1|5|hotmail|Pedido de Certificados|107|0.0|0.8130841121495327|1|18|9|1.0|0.028037383177570093|1|0
quisiera saber cómo tengo q hacer para pedir un certificado de materias aprobadas para inscribirme en otra universidad |2|2|9|2|2017|3|4|2|1|1|27|gmail|Pedido de Certificados|119|0.0|0.8487394957983193|1|19|9|0.9473684210526315|0.0|1|0
porcentaje de materias aprobadas para ingreso a la docencia |1|2|8|2|2016|2|2|1|1|1|5|gmail|Pedido de Certificados|60|0.0|0.85|0|10|5|1.0|0.0|1|0
buenos días:  de ser posible estaría interesada en solicitar un certificado de materias aprobadas y el porcentaje de aprobación. |3|1|3|1|2017|0|3|1|1|1|7|uno|Pedido de Certificados|129|0.0|0.8294573643410853|3|21|10|0.8571428571428571|0.015503875968992248|1|0
buenos días:                     necesito solicitar un certificado de asignaturas aprobadas, con aplazos incluidos, para anotarme en en un concurso de ayudante de segunda en la unlu. cómo puedo hacer ese tramite? |1|3|9|2|2017|0|1|1|1|1|4|live|Pedido de Certificados|213|0.0|0.7417840375586855|2|51|34|0.5098039215686274|0.023474178403755867|1|0
buenos dias , necesitaria saber la cantidad de materias aprobadas y como realizar los tramites para obtener los certificados para poder presentar en otra universidad.  muchas gracias  saludos   |2|4|8|2|2018|0|2|0|0|1|3|hotmail|Pedido de Certificados|194|0.0|0.8247422680412371|0|33|17|0.8181818181818182|0.010309278350515464|1|0
buenas tardes, mediante la presente solicito el certificado analítico de asignaturas aprobadas, la misma será presentada para tramitar el ingreso a la docencia en  la secretaria de inspección del distrito de escobar                               atte. alvez |0|1|8|2|2017|3|1|2|1|1|5|hotmail|Pedido de Certificados|258|0.0|0.7364341085271318|3|66|46|0.4393939393939394|0.011627906976744186|1|0
necesito me realicen un analitico con % de carrera para inscripcion en asuntos docentes de mi ciudad. gracias! |1|2|8|2|2017|2|1|1|1|1|27|yahoo|Pedido de Certificados|111|0.0|0.8108108108108109|0|19|10|0.9473684210526315|0.018018018018018018|1|0
hola, necesito un certificado donde aparezca el porcentaje de materias aprobadas. |2|4|6|1|2017|2|4|2|1|1|54|hotmail|Pedido de Certificados|82|0.0|0.8414634146341463|0|12|4|1.0|0.024390243902439025|1|0
necesito el certificado materias aprobadas. gracias   |0|5|7|1|2017|0|1|1|1|0|5|gmail|Pedido de Certificados|54|0.0|0.8333333333333334|0|9|4|0.7777777777777778|0.018518518518518517|1|0
buenos dias.  quería saber como hago para tramitar la constancia de alumno regular y de materias aprobadas  o porcentaje de carrera para ser presentado como documentación para poder presentarme como profesor en escuela estatales.  muchas gracias. |2|2|10|2|2016|0|2|1|1|1|54|hotmail|Pedido de Certificados|247|0.0|0.8299595141700404|2|40|19|0.775|0.012145748987854251|3|0
buenas tardes!! que tramite debo realizar para  pedir porcentaje de materias aprobadas , sin aplazo para el ingreso ala docencia?   gracias..  |1|1|9|2|2016|1|1|1|1|1|5|hotmail|Pedido de Certificados|143|0.0|0.7832167832167832|0|26|14|0.8076923076923077|0.04195804195804196|2|0
estimados, necesitaba el certificado de materias aprobadas para presentar en mi empleo. agradezco su atención. curieses leticia |0|3|3|1|2017|2|2|1|1|1|5|yahoo|Pedido de Certificados|128|0.0|0.84375|1|18|7|1.0|0.0234375|2|0
quería consultarles si es posible obtener una constancia o papel con las notas de las materias que cursé en el año 1999 en ingeniería industrial?. es sólo a nivel informativo, ya que después de ese año, no continué. gracias! y perdonen la molestia. |1|1|6|1|2019|0|2|0|0|0|0|yahoo|Pedido de Certificados|249|0.0|0.7831325301204819|6|44|26|0.8863636363636364|0.028112449799196786|3|0
hola, me acaban de entregar el titulo de la carrera contador publico, como hago para obtener el analitico? saludos |1|4|11|2|2018|0|4|2|1|1|54|hotmail|Pedido de Certificados|115|0.0|0.808695652173913|0|20|10|0.9|0.02608695652173913|1|0
que tal...  soy egresado pero se me requiere el promedio de la carrera y noto que cuando quiero restablecer mi clave para generar una nueva y pongo mis datos al hacer click &quot; olvide mi clave &quot; me dice que soy &quot; estudiante inhabilitado &quot;   podrian solucionarlo por favor.    gracias.  |3|3|11|2|2018|0|4|2|1|1|27|hotmail|Pedido de Certificados|304|0.0|0.7697368421052632|0|58|31|0.7068965517241379|0.029605263157894735|5|0
hola necesitaría un certificado de materias aprobadas con el porcentaje correspondiente para presentar en el consejo escolar |0|2|5|1|2017|3|2|1|1|1|5|hotmail|Pedido de Certificados|125|0.0|0.864|1|18|9|0.9444444444444444|0.0|1|0
hola. quisiera obtener el certificado de materias aprobadas de la carrera trabajo social con porcentaje para inscribirme en el listado 108 b complementario en sad. desde ya muchas gracias |1|5|8|2|2017|3|2|1|1|1|5|gmail|Pedido de Certificados|188|0.0|0.8191489361702128|0|30|14|0.9|0.010638297872340425|2|0
necesito el porcentaje de materias aprobadas |0|2|7|1|2016|0|1|1|1|1|3|gmail|Pedido de Certificados|45|0.0|0.8666666666666667|0|7|3|1.0|0.0|1|0
buenas tardes, necesito el certificado analitico de materias rendidas con porcentaje. &iexcl;gracias!!! |0|3|3|1|2017|1|2|1|1|1|8|yahoo|Pedido de Certificados|104|0.0|0.8173076923076923|0|13|4|1.0|0.057692307692307696|1|0
solicito certificado de materias aprobadas con porcentaje. gracias   |2|4|11|2|2016|3|1|1|1|1|5|yahoo|Pedido de Certificados|69|0.0|0.8405797101449275|0|11|5|0.8181818181818182|0.014492753623188406|1|0
buenos dias , quisiera por favor pedir el porcentaje de materias aprobadas  pero no puedo entrar al sistema ! muchas gracias |4|4|2|1|2018|1|4|1|1|1|43|gmail|Pedido de Certificados|125|0.0|0.808|0|23|11|0.9565217391304348|0.016|1|0
hola les queria pedir el certificado de porcentaje de materias, desde ya muchas gracias.  |1|4|2|1|2017|3|5|2|1|1|43|hotmail|Pedido de Certificados|90|0.0|0.8111111111111111|0|16|8|0.875|0.022222222222222223|1|0
necesitaría obtener el certificado de materias rendidas |0|3|12|2|2016|2|2|1|1|1|17|hotmail|Pedido de Certificados|56|0.0|0.875|1|8|3|1.0|0.0|1|0
comprobante de materias aprobadas  |2|1|4|1|2019|0|6|3|1|1|3|gmail|Pedido de Certificados|35|0.0|0.8571428571428571|0|6|3|0.8333333333333334|0.0|1|0
solicitar el porcentaje de materias aprobadas. cuánto tarda este trámite. gracias. |1|1|5|1|2017|3|3|1|1|1|4|hotmail|Pedido de Certificados|83|0.0|0.8313253012048193|2|12|4|1.0|0.03614457831325301|3|0
hola !. necesitaria un compobante de materias aprobadas para hacer el ingreso a la docencia.  gracias!!. |1|2|7|1|2017|1|1|1|1|1|41|yahoo|Pedido de Certificados|105|0.0|0.780952380952381|0|18|10|0.9444444444444444|0.05714285714285714|3|0
necesito el certificado de materias aprobadas de la carrera que estoy realizando, y que sea entregado en la delegacion de san fernando. muchas gracias |1|4|8|2|2016|0|4|2|1|0|15|hotmail|Pedido de Certificados|151|0.0|0.8278145695364238|0|25|13|0.84|0.013245033112582781|1|0
quería solicitar si es posible el analítico con el porcentaje de materias aprobadas. paso mi teléfono celular por si es necesario. 0111533708728. desde ya muchas gracias. natalia saromé. |5|4|3|1|2017|1|1|1|1|1|26|ampinformatica|Pedido de Certificados|187|0.0|0.7540106951871658|4|29|13|0.896551724137931|0.026737967914438502|5|0
hola, en el trabajo me piden el analitico para presentarlo, como hago para solicitarlo?. gracias. saludos. |2|4|2|1|2018|1|4|2|1|1|3|hotmail|Pedido de Certificados|107|0.0|0.794392523364486|0|17|9|0.8823529411764706|0.056074766355140186|3|0
estimados,   necesito si por favor me pueden enviar   el analitico correspondiente a mi carrera. intento entraar por la plataforma digital (servicios acad&egrave;mics) y me dice que ya no tengo mas la cuenta.  saludos,  manuela. |2|1|4|1|2019|3|3|1|1|1|1|gmail|Pedido de Certificados|229|0.0|0.7860262008733624|0|41|23|0.7804878048780488|0.026200873362445413|3|0
hola te escribo porque estaria necesitando el analitico con el puntaje de mi titulo. yo me recibi en el 2015 no recuerdo mi legajo. gracias |0|1|9|2|2018|0|3|0|0|1|43|hotmail|Pedido de Certificados|140|0.0|0.7785714285714286|0|26|15|0.8846153846153846|0.014285714285714285|2|0
buenas tardes. queria pedir certificado analítico de materias rendidas (aprobadas y desaprobadas) firmado y sellado por la universidad. con quien deberia comunicarme? gracias! |0|3|3|1|2017|3|4|1|1|1|1|live|Pedido de Certificados|176|0.0|0.8352272727272727|1|24|7|0.9583333333333334|0.022727272727272728|2|0
me mudé por tema laboral el año pasado a entre ríos, mi consulta es si tengo posibilidad de tener un certificado analítico válido de las materias aprobadas para terminar mis estudios aquí en la uner. muchas gracias, saludos  |3|4|2|1|2017|1|1|1|1|1|54|gmail|Pedido de Certificados|225|0.0|0.8133333333333334|5|40|21|0.95|0.013333333333333334|1|0
buenos dias, quisiera consultar como hago para solicitar un certificado de materias aprobadas y porcentaje, para presentar en mi trabajo. muchas gracias |0|1|9|2|2017|0|4|1|1|1|16|hotmail|Pedido de Certificados|153|0.0|0.8366013071895425|0|23|10|0.9565217391304348|0.0196078431372549|1|0
necesito un certificado analítico con promedio y porcentaje de materias aprobadas de la licenciatura para presentar en sad campana. gracias. retiro en centro regional campana |6|3|8|2|2016|3|1|1|1|1|5|gmail|Pedido de Certificados|175|0.0|0.8457142857142858|1|26|11|0.9230769230769231|0.011428571428571429|2|0
hola, mi nombre es natalia dominguez, legajo 125413. me recibi de profesora de educacion fisica en diciembre del 2014. me entregaron el titulo en junio del 2015 pero nunca me dieron el analitico con las materias aprobadas y las notas. como lo consigo? desde ya muchas gracias, aguardo respuesta. |1|2|12|2|2016|3|4|2|1|1|43|hotmail|Pedido de Certificados|296|0.0|0.7601351351351351|0|50|23|0.86|0.02702702702702703|4|0
hola buenos dias, estoy en condicion de libre en la universidad porque ya hace un par de años que no curso. me contacto con ustedes porque necesito el porcentaje de materias aprobadas de la carrera que estaba haciendo (profesorado en educación fisica) quedo a la espera de la información muchas gracias.... rocio  |0|4|3|1|2019|0|3|1|1|1|43|gmail|Pedido de Certificados|314|0.0|0.8057324840764332|2|54|27|0.7777777777777778|0.01910828025477707|5|0
solicito se me envie porcentaje de materias. |3|2|8|2|2016|1|1|4|1|0|5|hotmail|Pedido de Certificados|45|0.0|0.8222222222222222|0|8|4|1.0|0.022222222222222223|1|0
necesito un certificado de materias aprobado , taller de escritura. no recuerdo el número de mi legajo , para ser presentado en la unsam , tengo plazo hasta el 22 del corriente. desde ya muchas gracias !! martin querol aubone lic administracion  |1|2|12|2|2016|3|3|0|0|1|3|yahoo|Pedido de Certificados|246|0.0|0.7886178861788617|1|44|22|0.8636363636363636|0.028455284552845527|2|0
buenos días, necesito un certificado con porcentaje de materias aprobadas, quisiera saber si puedo hacer el tramite vía web o si o si tengo que acercarme a la oficina?  muchas gracias |4|1|3|1|2016|0|4|1|1|0|8|hotmail|Pedido de Certificados|184|0.0|0.8097826086956522|2|33|16|0.8787878787878788|0.016304347826086956|1|0
buenos d&igrave;as, necesito certificado anal&igrave;tico de  materias aprobadas con porcentaje.  |4|2|4|1|2017|1|1|2|1|1|5|hotmail|Pedido de Certificados|98|0.0|0.8163265306122449|0|13|5|0.8461538461538461|0.04081632653061224|1|0
buenas noches. necesito un certificado analítico de materias aprobadas. como debo hacer para solicitarlo; debo ir personalmente, me lo entregan en el momento? la consulta es porque no doy de la localidad y debo pedir d&igrave;a en el trabajo para ir. desde ya muchas gracias. saludos. |0|3|9|2|2018|3|2|1|1|1|3|hotmail|Pedido de Certificados|285|0.0|0.8035087719298246|1|47|25|0.851063829787234|0.031578947368421054|5|0
hola quería solicitar mi porcentaje de materias por favor gracias  |0|5|7|1|2017|0|4|2|1|1|43|hotmail|Pedido de Certificados|67|0.0|0.835820895522388|1|12|6|0.9166666666666666|0.0|1|0
quisiera saber como puedo obtener mi analitico para poder presentar en el trabajo que me recibi de lic en adm de empresa y de técnica.  gracias |2|3|5|1|2017|2|4|1|1|1|3|gmail|Pedido de Certificados|144|0.0|0.8055555555555556|1|28|16|0.8571428571428571|0.006944444444444444|1|0
buenas tardes quería saber para pedir un certificado analítico a la fecha, cuanto demoraba y si por este medio se lo puede pedir saludos roxana |3|2|8|2|2017|2|2|1|1|1|3|hotmail|Pedido de Certificados|144|0.0|0.8194444444444444|2|26|11|0.9615384615384616|0.006944444444444444|1|0
hola queria saber como es para pedir el certificado del porcentaje de materias aprobadas. porque en la parte  de certificados lo unico que aparece es el certificado de estudiante regular. |6|1|3|1|2017|3|4|2|1|1|5|hotmail|Pedido de Certificados|188|0.0|0.824468085106383|0|32|17|0.8125|0.010638297872340425|2|0
al ingresar me sale un cartel que dice: el alumno no cumple con las condiciones para ingresar podrían informarme como inscribirme a las materias. desde ya muchas gracias espero su pronta respuesta. |2|1|3|1|2017|3|3|2|1|0|3|hotmail|Inscripción a Cursadas|198|0.0|0.8232323232323232|1|33|16|0.9393939393939394|0.015151515151515152|2|0
quería saber porque no aparezco para anotarme en el taller si yo ya estoy inscripta en la universidad, muchas gracias. |2|3|12|2|2015|3|6|0|0|1|54|gmail|Inscripción a Cursadas|119|0.0|0.8151260504201681|1|21|10|0.9523809523809523|0.01680672268907563|1|0
buenos días, quería consultar cuando me puedo anotar para el taller de febrero, yo estoy por reintegrarme a la universidad para licenciatura en administración me dijeron que tenia q hacer un taller, ya entregue toda la documentación que tenia que presentar y el formulario de reintegro. quería saber hasta cuando me puedo anotar y como lo puedo hacer via internet y si ya esta disponible mi usuario de legajo. |3|4|10|2|2018|1|4|2|1|1|3|hotmail|Inscripción a Cursadas|410|0.0|0.8195121951219512|5|70|34|0.7285714285714285|0.012195121951219513|2|0
a quien corresponda  la consulta es como debo inscribirme en una materia optativa? lo puedo hacer por internet?  me interesa cursar diseño de investigación educativa codigo 30163  agradecere vuestra respuesta  silvia mujica |3|2|8|2|2016|2|1|1|1|1|4|gmail|Inscripción a Cursadas|224|0.0|0.8080357142857143|1|37|16|0.8918918918918919|0.008928571428571428|1|1
hola disculpe las molestias quisiera saber si aun me puedo inscribir a una materia todavía?  de prácticas integradas  |0|3|9|2|2018|3|5|2|1|1|52|outlook|Inscripción a Cursadas|118|0.0|0.8220338983050848|2|21|11|0.9047619047619048|0.00847457627118644|1|0
quiero preguntar sobré mi inscripción. |0|1|6|1|2017|1|6|1|1|1|3|gmail|Inscripción a Cursadas|39|0.0|0.8461538461538461|2|6|2|1.0|0.02564102564102564|1|0
